key	domain	es_mx	pt_br
sesgo.halo-effect.fixation.0.question	sesgo	¿Qué es el efecto halo en el contexto de inversiones?	O que é o efeito halo no contexto de investimentos?
sesgo.halo-effect.fixation.0.option.0	sesgo	Generalizar atributos positivos de una empresa a todos sus demás aspectos, formando una imagen distorsionada	Generalizar atributos positivos de uma empresa para todos os seus demais aspectos, formando uma imagem distorcida
sesgo.halo-effect.fixation.0.option.1	sesgo	El brillo que genera un activo en todo el portafolio cuando sube de valor	O brilho que um ativo gera em todo o portfólio quando sobe de valor
sesgo.halo-effect.fixation.0.option.2	sesgo	La tendencia a invertir en empresas conocidas porque su marca genera confianza	A tendência de investir em empresas conhecidas porque a marca gera confiança
sesgo.halo-effect.fixation.1.question	sesgo	Una empresa tech muy admirada lanza un producto en un mercado que no conoce. Los analistas la califican positivamente por inercia. ¿Qué sesgo opera?	Uma empresa de tecnologia muito admirada lança um produto em um mercado que não conhece. Os analistas a avaliam positivamente por inércia. Qual viés está operando?
sesgo.halo-effect.fixation.1.option.0	sesgo	Efecto halo: el éxito pasado en tecnología contamina la evaluación de una aventura en un sector diferente	Efeito halo: o sucesso passado em tecnologia contamina a avaliação de uma aposta em um setor diferente
sesgo.halo-effect.fixation.1.option.1	sesgo	Sesgo de disponibilidad: el éxito reciente de la empresa es fácil de recordar	Viés de disponibilidade: o sucesso recente da empresa é fácil de lembrar
sesgo.halo-effect.fixation.1.option.2	sesgo	Representatividad: se parece a otras empresas que diversificaron exitosamente	Representatividade: se parece com outras empresas que diversificaram com sucesso
sesgo.halo-effect.fixation.2.question	sesgo	¿Cuál es el antídoto más directo contra el efecto halo al evaluar una inversión?	Qual é o antídoto mais direto contra o efeito halo ao avaliar um investimento?
sesgo.halo-effect.fixation.2.option.0	sesgo	Analizar cada dimensión por separado — producto, finanzas, equipo — sin dejar que una contamine las demás	Analisar cada dimensão separadamente — produto, finanças, equipe — sem deixar que uma contamine as demais
sesgo.halo-effect.fixation.2.option.1	sesgo	Buscar opiniones de personas que no conozcan la empresa para evitar el sesgo	Buscar opiniões de pessoas que não conheçam a empresa para evitar o viés
sesgo.halo-effect.fixation.2.option.2	sesgo	Comparar la empresa con su competencia directa antes de evaluarla de forma aislada	Comparar a empresa com sua concorrência direta antes de avaliá-la de forma isolada
sesgo.herding.name	sesgo	Efecto Manada	Efeito Manada
sesgo.herding.definition	sesgo	Tendemos a seguir las decisiones de la multitud, abandonando nuestro análisis propio.	Tendemos a seguir as decisões da multidão, abandonando nossa própria análise.
sesgo.herding.description	sesgo	El Efecto Manada (Social Proof) es la tendencia a asumir que si muchos están haciendo algo, debe ser correcto. En inversiones, este sesgo alimenta burbujas (todos compran) y crashes (todos venden). Según el CFA, es un Error Cognitivo: el inversor falla en procesar información de manera independiente.	O Efeito Manada (Social Proof) é a tendência de assumir que, se muitos estão fazendo algo, deve ser correto. Em investimentos, esse viés alimenta bolhas (todos compram) e crashes (todos vendem). Segundo o CFA, é um Erro Cognitivo: o investidor falha em processar informações de forma independente.
sesgo.herding.mechanism	sesgo	El cerebro sustituye una pregunta difícil ("¿Cuáles son los fundamentals de este activo?") por una fácil ("¿Están todos los demás comprando?"). Bajo incertidumbre, el consenso actúa como proxy de la verdad. Robert Cialdini explica que este mecanismo se amplifica con dos condiciones: incertidumbre y similitud.	O cérebro substitui uma pergunta difícil ("Quais são os fundamentals deste ativo?") por uma fácil ("Todos os outros estão comprando?"). Sob incerteza, o consenso atua como proxy da verdade. Robert Cialdini explica que esse mecanismo se amplifica com duas condições: incerteza e similaridade.
sesgo.herding.trapQuestion	sesgo	Eres parte de un comité. Todos aprueban un proyecto con números frágiles. ¿Cómo actúas? — En frío, el 90% dice que votaría en contra. En la sala, la presión del grupo cambia el voto.	Você faz parte de um comitê. Todos aprovam um projeto com números frágeis. Como você age? — Em um ambiente neutro, 90% diz que votaria contra. Na sala, a pressão do grupo muda o voto.
sesgo.herding.example.0.label	sesgo	Burbuja	Bolha
sesgo.herding.example.0.text	sesgo	En 2021, millones compraron NFTs porque "todos los demás lo hacían". Nadie quería perderse el rally. El resultado fue una caída del 97% en muchos activos.	Em 2021, milhões compraram NFTs porque "todo mundo estava fazendo isso". Ninguém queria perder o rali. O resultado foi uma queda de 97% em muitos ativos.
sesgo.herding.example.1.label	sesgo	Institucional	Institucional
sesgo.herding.example.1.text	sesgo	Los gestores profesionales también sufren herding: es más seguro equivocarse con la mayoría ("todos perdimos") que equivocarse solo ("¿por qué tomaste esa posición?").	Gestores profissionais também sofrem herding: é mais seguro errar junto com a maioria ("todos perdemos") do que errar sozinho ("por que você tomou essa posição?").
sesgo.herding.example.2.label	sesgo	FOMO	FOMO
sesgo.herding.example.2.text	sesgo	Una acción sube 30% en una semana. El volumen de búsquedas en Google explota. Nuevos inversores entran justo cuando los informados están saliendo.	Uma ação sobe 30% em uma semana. O volume de buscas no Google explode. Novos investidores entram justamente quando os mais informados estão saindo.
sesgo.herding.antidote.0	sesgo	Antes de cualquier decisión, escribe tu análisis ANTES de conocer la posición de los demás.	Antes de qualquer decisão, escreva sua análise ANTES de conhecer a posição dos outros.
sesgo.herding.antidote.1	sesgo	El test del contrarian: ¿qué argumento haría el mejor inversor que va en dirección opuesta?	O teste do contrarian: qual argumento faria o melhor investidor que vai na direção oposta?
sesgo.herding.antidote.2	sesgo	El consenso es información, no verdad. Pregunta: ¿qué saben los que están comprando que yo no sé?	O consenso é informação, não verdade. Pergunte: o que sabem os que estão comprando que eu não sei?
sesgo.herding.antidote.3	sesgo	Huye de las decisiones tomadas bajo urgencia y presión social — es precisamente cuando el herding ataca.	Fuja de decisões tomadas sob urgência e pressão social — é exatamente quando o herding ataca.
sesgo.herding.question.0.situation	sesgo	Un activo que no conoces subió 80% este mes. Todos tus amigos ya invirtieron. ¿Qué haces?	Um ativo que você não conhece subiu 80% este mês. Todos os seus amigos já investiram. O que você faz?
sesgo.herding.question.0.option.0.text	sesgo	Entro — si tanta gente está ganando, algo saben que yo no sé	Entro — se tanta gente está ganhando, sabem algo que eu não sei
sesgo.herding.question.0.option.0.reveal	sesgo	Efecto Manada: el consenso actúa como sustituto del análisis. Pero quienes entraron primero ya están saliendo	Efeito Manada: o consenso atua como substituto da análise. Mas quem entrou primeiro já está saindo
sesgo.herding.question.0.option.1.text	sesgo	Investigo los fundamentals antes de moverme, independiente de lo que hagan mis amigos	Pesquiso os fundamentals antes de me mover, independentemente do que meus amigos estejam fazendo
sesgo.herding.question.0.option.1.reveal	sesgo	Racional: cuando todos hablan de una inversión, suele ser tarde para entrar	Racional: quando todos falam de um investimento, geralmente já é tarde para entrar
sesgo.herding.question.1.situation	sesgo	En el comité de inversiones, 4 de 5 miembros aprueban un proyecto con proyecciones que te parecen optimistas. Eres el último en votar. ¿Qué haces?	No comitê de investimentos, 4 dos 5 membros aprovam um projeto com projeções que parecem otimistas para você. Você é o último a votar. O que você faz?
sesgo.herding.question.1.option.0.text	sesgo	Voto a favor — si cuatro personas más inteligentes que yo lo aprobaron, algo ven	Voto a favor — se quatro pessoas mais inteligentes do que eu aprovaram, elas enxergam algo
sesgo.herding.question.1.option.0.reveal	sesgo	Herding institucional (Groupthink): los comités destruyen el valor de la información privada de cada miembro	Herding institucional (Groupthink): os comitês destroem o valor da informação privada de cada membro
sesgo.herding.question.1.option.1.text	sesgo	Voto en contra y explico mis dudas — el valor de estar en el comité es precisamente votar de forma independiente	Voto contra e explico minhas dúvidas — o valor de estar no comitê é exatamente votar de forma independente
sesgo.herding.question.1.option.1.reveal	sesgo	Racional: la diversidad de opiniones en un comité es su principal activo. Ceder al consenso la elimina	Racional: a diversidade de opiniões em um comitê é seu principal ativo. Ceder ao consenso a elimina
sesgo.herding.question.2.situation	sesgo	El mercado cayó 15% en dos semanas. Todos venden. Los medios hablan de "colapso histórico". ¿Qué haces con tu portafolio de largo plazo?	O mercado caiu 15% em duas semanas. Todos estão vendendo. A mídia fala em "colapso histórico". O que você faz com seu portfólio de longo prazo?
sesgo.herding.question.2.option.0.text	sesgo	Vendo también para evitar pérdidas mayores — si todos salen, algo grave está pasando	Vendo também para evitar perdas maiores — se todos estão saindo, algo grave está acontecendo
sesgo.herding.question.2.option.0.reveal	sesgo	Herding a la baja: las crisis generan el peor momento para seguir a la multitud — es cuando los informados compran	Herding na baixa: as crises geram o pior momento para seguir a multidão — é quando os mais informados compram
sesgo.herding.question.2.option.1.text	sesgo	Reviso si los fundamentals de mis posiciones cambiaron, no si el sentimiento del mercado cambió	Analiso se os fundamentals das minhas posições mudaram, não se o sentimento do mercado mudou
sesgo.herding.question.2.option.1.reveal	sesgo	Racional: el precio y el valor divergen más en pánico. El herding vende cuando debería comprar	Racional: preço e valor divergem mais em pânico. O herding vende quando deveria comprar
sesgo.herding.fixation.0.question	sesgo	¿Por qué el efecto manada se intensifica en condiciones de incertidumbre?	Por que o efeito manada se intensifica em condições de incerteza?
sesgo.herding.fixation.0.option.0	sesgo	Porque bajo incertidumbre, el consenso actúa como sustituto del análisis — si todos lo hacen, debe ser correcto	Porque sob incerteza, o consenso atua como substituto da análise — se todo mundo está fazendo, deve ser certo
sesgo.herding.fixation.0.option.1	sesgo	Porque en mercados volátiles la información individual pierde valor frente a la colectiva	Porque em mercados voláteis a informação individual perde valor frente à coletiva
sesgo.herding.fixation.0.option.2	sesgo	Porque la incertidumbre activa el Sistema 2 que busca validación social antes de decidir	Porque a incerteza ativa o Sistema 2, que busca validação social antes de decidir
sesgo.herding.fixation.1.question	sesgo	Los gestores profesionales de fondos también sufren efecto manada. ¿Por qué?	Gestores profissionais de fundos também sofrem efeito manada. Por quê?
sesgo.herding.fixation.1.option.0	sesgo	Porque equivocarse junto a todos es profesionalmente menos costoso que equivocarse solo con una posición contraria	Porque errar junto com todos é profissionalmente menos custoso do que errar sozinho com uma posição contrária
sesgo.herding.fixation.1.option.1	sesgo	Porque tienen acceso a la misma información y naturalmente llegan a las mismas conclusiones	Porque têm acesso às mesmas informações e naturalmente chegam às mesmas conclusões
sesgo.herding.fixation.1.option.2	sesgo	Porque los reguladores les exigen mantener portafolios similares al índice de referencia	Porque os reguladores exigem que mantenham portfólios similares ao índice de referência
sesgo.herding.fixation.2.question	sesgo	¿Qué distingue al inversor que resiste el efecto manada del que cede?	O que distingue o investidor que resiste ao efeito manada do que cede?
sesgo.herding.fixation.2.option.0	sesgo	Escribir y documentar su análisis antes de conocer la posición del mercado o de otros inversores	Escrever e documentar sua análise antes de conhecer a posição do mercado ou de outros investidores
sesgo.herding.fixation.2.option.1	sesgo	Tener más experiencia en mercados y conocer más casos históricos de burbujas	Ter mais experiência em mercados e conhecer mais casos históricos de bolhas
sesgo.herding.fixation.2.option.2	sesgo	Invertir en activos menos seguidos por el mercado donde hay menos presión de grupo	Investir em ativos menos acompanhados pelo mercado, onde há menos pressão de grupo
sesgo.optimism-bias.name	sesgo	Sesgo de Optimismo	Viés de Otimismo
sesgo.optimism-bias.definition	sesgo	Creemos sistemáticamente que tenemos menos probabilidad de vivir eventos negativos y más de vivir positivos que el promedio estadístico.	Acreditamos sistematicamente que temos menos probabilidade de vivenciar eventos negativos e mais de vivenciar positivos do que a média estatística.
sesgo.optimism-bias.description	sesgo	El Sesgo de Optimismo es el "gemelo" del Exceso de Confianza. Juntos explican por qué los inversores asumen más riesgo del que deberían, los emprendedores subestiman el fracaso y los gestores prometen rendimientos imposibles. Nuestro ego necesita creer que el futuro será brillante y que somos excepcionales.	O Viés de Otimismo é o "gêmeo" do Excesso de Confiança. Juntos explicam por que investidores assumem mais risco do que deveriam, empreendedores subestimam o fracasso e gestores prometem rendimentos impossíveis. Nosso ego precisa acreditar que o futuro será brilhante e que somos excepcionais.
sesgo.optimism-bias.mechanism	sesgo	El Sistema 1 opera bajo WYSIATI: al planificar, se enfoca en el escenario ideal e ignora contingencias. La Falacia de Planificación (Kahneman) es su manifestación más clara: proyectos que siempre se entregan tarde y sobre presupuesto porque el plan asumió el mejor escenario.	O Sistema 1 opera sob WYSIATI: ao planejar, foca no cenário ideal e ignora contingências. A Falácia do Planejamento (Kahneman) é sua manifestação mais clara: projetos que sempre são entregues com atraso e acima do orçamento porque o plano assumiu o melhor cenário.
sesgo.optimism-bias.trapQuestion	sesgo	Inicias un proyecto importante. ¿Defines el presupuesto y tiempo incluyendo un 30% de margen para imprevistos, o propones el escenario más optimista para "demostrar rentabilidad"? — En frío, todos dicen que incluyen margen. En la práctica, casi nadie lo hace.	Você inicia um projeto importante. Você define o orçamento e o prazo incluindo uma margem de 30% para imprevistos, ou propõe o cenário mais otimista para "demonstrar rentabilidade"? — A frio, todos dizem que incluem margem. Na prática, quase ninguém faz isso.
sesgo.optimism-bias.example.0.label	sesgo	Falacia de planificación	Falácia do planejamento
sesgo.optimism-bias.example.0.text	sesgo	El 90% de los proyectos de construcción de infraestructura llegan tarde y sobre presupuesto. El optimismo de los planificadores es sistemático, no accidental.	90% dos projetos de construção de infraestrutura chegam com atraso e acima do orçamento. O otimismo dos planejadores é sistemático, não acidental.
sesgo.optimism-bias.example.1.label	sesgo	Emprendimiento	Empreendedorismo
sesgo.optimism-bias.example.1.text	sesgo	El 90% de los emprendedores cree estar en el 10% que sobrevivirá. Estadísticamente, el 90% de las startups fracasan en 5 años.	90% dos empreendedores acredita estar nos 10% que vão sobreviver. Estatisticamente, 90% das startups fracassam em 5 anos.
sesgo.optimism-bias.example.2.label	sesgo	Inversión	Investimento
sesgo.optimism-bias.example.2.text	sesgo	Los inversores individuales estiman retornos promedios de 15-20% anual para sus portafolios, cuando el mercado históricamente da 8-10%.	Investidores individuais estimam retornos médios de 15–20% ao ano para seus portfólios, quando o mercado historicamente entrega 8–10%.
sesgo.optimism-bias.antidote.0	sesgo	Outside View (Visión Externa): ¿cuál es la tasa base de éxito para proyectos similares al tuyo?	Outside View (Visão Externa): qual é a taxa base de sucesso para projetos semelhantes ao seu?
sesgo.optimism-bias.antidote.1	sesgo	Pre-mortem: imagina que tu plan falló — ¿cuáles fueron las 3 razones principales?	Pré-mortem: imagine que seu plano falhou — quais foram as 3 principais razões?
sesgo.optimism-bias.antidote.2	sesgo	Planifica con el escenario pesimista como base, no el optimista.	Planeje tendo o cenário pessimista como base, não o otimista.
sesgo.optimism-bias.antidote.3	sesgo	Comparte tus planes con alguien que no tenga stake emocional para que identifique los puntos ciegos.	Compartilhe seus planos com alguém que não tenha interesse emocional para identificar os pontos cegos.
sesgo.optimism-bias.question.0.situation	sesgo	Estás lanzando un negocio. ¿Cómo defines tu presupuesto y timeline inicial?	Você está lançando um negócio. Como você define o orçamento e o cronograma inicial?
sesgo.optimism-bias.question.0.option.0.text	sesgo	Propongo el escenario más rápido y barato — hay que mostrar rentabilidad atractiva	Proponho o cenário mais rápido e barato — é preciso mostrar rentabilidade atraente
sesgo.optimism-bias.question.0.option.0.reveal	sesgo	Sesgo de optimismo / Falacia de Planificación: el 90% de proyectos llegan tarde y sobre presupuesto por exactamente esta razón	Viés de Otimismo / Falácia do Planejamento: 90% dos projetos chegam com atraso e acima do orçamento exatamente por essa razão
sesgo.optimism-bias.question.0.option.1.text	sesgo	Añado 30-40% de tiempo y capital extra sobre mi estimación base	Adiciono 30–40% de tempo e capital extra sobre minha estimativa base
sesgo.optimism-bias.question.0.option.1.reveal	sesgo	Racional: la "Visión Externa" muestra que los proyectos siempre cuestan más y tardan más de lo planeado	Racional: a "Visão Externa" mostra que projetos sempre custam mais e demoram mais do que o planejado
sesgo.optimism-bias.question.1.situation	sesgo	¿Cuál crees que es la probabilidad de que tu próxima inversión te dé retornos por encima del mercado?	Qual você acha que é a probabilidade de que seu próximo investimento gere retornos acima do mercado?
sesgo.optimism-bias.question.1.option.0.text	sesgo	Alta (70%+) — tengo información y análisis que el mercado no incorporó	Alta (70%+) — tenho informações e análises que o mercado ainda não incorporou
sesgo.optimism-bias.question.1.option.0.reveal	sesgo	Sesgo de optimismo: los mercados son competitivos. La mayoría de inversores activos no supera al índice consistentemente	Viés de Otimismo: os mercados são competitivos. A maioria dos investidores ativos não supera o índice de forma consistente
sesgo.optimism-bias.question.1.option.1.text	sesgo	Modesta (50% o menos) — los mercados son eficientes y la superioridad consistente es rara	Modesta (50% ou menos) — os mercados são eficientes e a superioridade consistente é rara
sesgo.optimism-bias.question.1.option.1.reveal	sesgo	Racional: la humildad estadística es el punto de partida correcto. Superar al mercado es posible pero difícil	Racional: a humildade estatística é o ponto de partida correto. Superar o mercado é possível, mas difícil
sesgo.optimism-bias.question.2.situation	sesgo	Tu startup tiene 18 meses de capital. Planificas el próximo fundraising. ¿Cuánto tiempo antes empiezas?	Sua startup tem 18 meses de capital. Você está planejando a próxima captação. Com quanto tempo de antecedência começa?
sesgo.optimism-bias.question.2.option.0.text	sesgo	3-4 meses antes — con mis métricas no debería tardar tanto en cerrar	3 a 4 meses antes — com as minhas métricas, não deveria demorar tanto para fechar
sesgo.optimism-bias.question.2.option.0.reveal	sesgo	Sesgo de optimismo: fundraisings toman en promedio 6-9 meses. La mayoría de founders empieza tarde por exactamente esta razón	Viés de otimismo: captações levam em média 6 a 9 meses. A maioria dos founders começa tarde exatamente por essa razão
sesgo.optimism-bias.question.2.option.1.text	sesgo	9-12 meses antes — el proceso siempre tarda más de lo esperado	9 a 12 meses antes — o processo sempre demora mais do que o esperado
sesgo.optimism-bias.question.2.option.1.reveal	sesgo	Racional: planificar desde el escenario pesimista da margen para el mundo real	Racional: planejar a partir do cenário pessimista dá margem para o mundo real
sesgo.optimism-bias.fixation.0.question	sesgo	¿Qué es la Falacia de Planificación y quién la describió?	O que é a Falácia do Planejamento e quem a descreveu?
sesgo.optimism-bias.fixation.0.option.0	sesgo	La tendencia sistemática a subestimar el tiempo, costo y riesgos de proyectos futuros, descrita por Kahneman	A tendência sistemática de subestimar o tempo, o custo e os riscos de projetos futuros, descrita por Kahneman
sesgo.optimism-bias.fixation.0.option.1	sesgo	El error de planificar con escenarios pesimistas que nunca se materializan, descrito por Thaler	O erro de planejar com cenários pessimistas que nunca se materializam, descrito por Thaler
sesgo.optimism-bias.fixation.0.option.2	sesgo	La dificultad de hacer planes a largo plazo cuando el futuro es muy incierto, descrita por Ariely	A dificuldade de fazer planos de longo prazo quando o futuro é muito incerto, descrita por Ariely
sesgo.optimism-bias.fixation.1.question	sesgo	El 90% de los conductores cree que maneja mejor que el promedio. ¿Qué ilustra esto?	90% dos motoristas acredita dirigir melhor do que a média. O que isso ilustra?
sesgo.optimism-bias.fixation.1.option.0	sesgo	Que sistemáticamente nos ubicamos por encima del promedio en habilidades, lo cual es estadísticamente imposible para la mayoría	Que sistematicamente nos colocamos acima da média em habilidades, o que é estatisticamente impossível para a maioria
sesgo.optimism-bias.fixation.1.option.1	sesgo	Que las personas mienten sobre sus habilidades para parecer mejores ante los demás	Que as pessoas mentem sobre suas habilidades para parecer melhores diante dos outros
sesgo.optimism-bias.fixation.1.option.2	sesgo	Que el optimismo es una estrategia racional para mantener la motivación	Que o otimismo é uma estratégia racional para manter a motivação
sesgo.optimism-bias.fixation.2.question	sesgo	¿Qué es el "outside view" (visión externa) y por qué combate el sesgo de optimismo?	O que é o "outside view" (visão externa) e por que combate o viés de otimismo?
sesgo.optimism-bias.fixation.2.option.0	sesgo	Preguntar cuál es la tasa base de éxito para proyectos similares al tuyo, en lugar de enfocarte solo en tu caso particular	Perguntar qual é a taxa base de sucesso para projetos semelhantes ao seu, em vez de se concentrar apenas no seu caso particular
sesgo.optimism-bias.fixation.2.option.1	sesgo	Pedir la opinión de personas externas a tu equipo antes de tomar una decisión importante	Pedir a opinião de pessoas externas à sua equipe antes de tomar uma decisão importante
sesgo.optimism-bias.fixation.2.option.2	sesgo	Analizar los datos históricos del mercado en lugar de proyecciones futuras	Analisar dados históricos do mercado em vez de projeções futuras
sesgo.authority-bias.name	sesgo	Sesgo de Autoridad	Viés de Autoridade
sesgo.authority-bias.definition	sesgo	Damos demasiado peso a la opinión de figuras que percibimos como expertos, sin cuestionar si realmente lo son.	Damos peso excessivo à opinião de figuras que percebemos como especialistas, sem questionar se realmente o são.
sesgo.authority-bias.description	sesgo	El Sesgo de Autoridad (Cialdini) es uno de sus seis Principios de Influencia: estamos programados para obedecer a figuras de autoridad como atajo cognitivo. En finanzas, esto nos hace abandonar nuestro análisis ante cualquier figura con credenciales, título o confianza aparente.	O Viés de Autoridade (Cialdini) é um dos seus seis Princípios de Influência: somos programados para obedecer a figuras de autoridade como atalho cognitivo. Em finanças, isso nos faz abandonar nossa própria análise diante de qualquer figura com credenciais, título ou aparente confiança.
sesgo.authority-bias.mechanism	sesgo	El cerebro está biológicamente diseñado para usar la autoridad como señal de fiabilidad — evolutivamente ahorró energía y tiempo. El Sistema 1 convierte credenciales (título, ropa, confianza) en permiso para no pensar. El problema: las credenciales no siempre predicen competencia, y los expertos tienen conflictos de interés.	O cérebro é biologicamente projetado para usar a autoridade como sinal de confiabilidade — evolutivamente, isso economizou energia e tempo. O Sistema 1 converte credenciais (título, roupa, confiança) em permissão para não pensar. O problema: credenciais nem sempre predizem competência, e especialistas têm conflitos de interesse.
sesgo.authority-bias.trapQuestion	sesgo	Un célebre Nobel de Economía publica un modelo de inversión innovador. ¿Qué haces? A) Revisar el modelo con cautela buscando vulnerabilidades. B) Adoptarlo — su nivel garantiza resultados. — LTCM tenía dos Nobeles y quebró espectacularmente.	Um célebre Nobel de Economia publica um modelo de investimento inovador. O que você faz? A) Revisar o modelo com cautela buscando vulnerabilidades. B) Adotá-lo — o nível dele garante resultados. — O LTCM tinha dois Nobel na equipe e quebrou espetacularmente.
sesgo.authority-bias.example.0.label	sesgo	Finanzas	Finanças
sesgo.authority-bias.example.0.text	sesgo	Madoff manejó el mayor fraude financiero de la historia ($65B) durante décadas. Los inversores nunca auditaron sus estrategias porque su autoridad como ex-presidente del NASDAQ era suficiente señal.	Madoff conduziu a maior fraude financeira da história (US$ 65 bilhões) durante décadas. Os investidores nunca auditaram suas estratégias porque sua autoridade como ex-presidente do NASDAQ era sinal suficiente.
sesgo.authority-bias.example.1.label	sesgo	Inversión	Investimento
sesgo.authority-bias.example.1.text	sesgo	Un Nobel de Economía publica un modelo. Los fondos lo adoptan sin cuestionar sus supuestos. LTCM quebró con dos nobeles en el equipo.	Um Nobel de Economia publica um modelo. Os fundos o adotam sem questionar seus pressupostos. O LTCM quebrou com dois Nobel na equipe.
sesgo.authority-bias.example.2.label	sesgo	Redes sociales	Redes sociais
sesgo.authority-bias.example.2.text	sesgo	Influencers financieros con millones de seguidores mueven mercados. La audiencia asume que quien tiene muchos seguidores sabe más.	Influencers financeiros com milhões de seguidores movem mercados. O público assume que quem tem muitos seguidores sabe mais.
sesgo.authority-bias.antidote.0	sesgo	Separa las credenciales del argumento: ¿el argumento se sostiene por sí solo, sin importar quién lo dice?	Separe as credenciais do argumento: o argumento se sustenta por si só, independente de quem o diz?
sesgo.authority-bias.antidote.1	sesgo	Pregunta siempre: ¿qué incentivos tiene esta persona para darme este consejo?	Pergunte sempre: quais incentivos essa pessoa tem para me dar esse conselho?
sesgo.authority-bias.antidote.2	sesgo	Busca la opinión de expertos en el otro lado — si solo escuchas un lado, estás bajo el sesgo.	Busque a opinião de especialistas do lado oposto — se você só ouve um lado, está sob o viés.
sesgo.authority-bias.antidote.3	sesgo	La prueba del historial auditado: ¿cuál es el track record real de esta persona en situaciones similares?	O teste do histórico auditado: qual é o track record real dessa pessoa em situações similares?
sesgo.authority-bias.question.0.situation	sesgo	Un famoso gestor de fondos con 30 años de experiencia recomienda una acción en televisión. ¿Qué haces?	Um famoso gestor de fundos com 30 anos de experiência recomenda uma ação na televisão. O que você faz?
sesgo.authority-bias.question.0.option.0.text	sesgo	Si él lo dice con tanto conviction, debe saber algo — compro	Se ele diz com tanta convicção, deve saber algo — compro
sesgo.authority-bias.question.0.option.0.reveal	sesgo	Sesgo de autoridad: los expertos también se equivocan. ¿Tiene posición en esa acción? ¿Cuál es su track record reciente?	Viés de autoridade: especialistas também erram. Ele tem posição nessa ação? Qual é seu track record recente?
sesgo.authority-bias.question.0.option.1.text	sesgo	Uso su tesis como punto de partida para mi propio análisis, no como conclusión	Uso a tese dele como ponto de partida para minha própria análise, não como conclusão
sesgo.authority-bias.question.0.option.1.reveal	sesgo	Racional: la autoridad puede señalar ideas interesantes, pero no reemplaza el análisis propio	Racional: a autoridade pode apontar ideias interessantes, mas não substitui a análise própria
sesgo.authority-bias.question.1.situation	sesgo	Tu asesor bancario — corbata, oficina lujosa, MBA — te recomienda un fondo de inversión con comisiones del 2.5% anual. ¿Qué haces?	Seu assessor bancário — gravata, escritório luxuoso, MBA — recomenda um fundo de investimento com taxas de 2,5% ao ano. O que você faz?
sesgo.authority-bias.question.1.option.0.text	sesgo	Si me lo recomienda el banco, debe ser bueno — contrato	Se o banco recomenda, deve ser bom — contrato
sesgo.authority-bias.question.1.option.0.reveal	sesgo	Sesgo de autoridad: los asesores bancarios tienen incentivos para recomendar productos del banco. El 2.5% es altísimo	Viés de autoridade: assessores bancários têm incentivos para recomendar produtos do banco. 2,5% é muito alto
sesgo.authority-bias.question.1.option.1.text	sesgo	Pregunto qué comisión recibe por recomendarlo, comparo con ETFs y decido con información	Pergunto qual comissão ele recebe por indicar, comparo com ETFs e decido com informação
sesgo.authority-bias.question.1.option.1.reveal	sesgo	Racional: en finanzas, los incentivos del asesor frecuentemente divergen de tu interés	Racional: em finanças, os incentivos do assessor frequentemente divergem do seu interesse
sesgo.authority-bias.question.2.situation	sesgo	Un influencer con 3M de seguidores, que parece muy exitoso, recomienda "la criptomoneda del momento". ¿Qué haces?	Um influencer com 3M de seguidores, que parece muito bem-sucedido, recomenda "a criptomoeda do momento". O que você faz?
sesgo.authority-bias.question.2.option.0.text	sesgo	Si 3M de personas lo siguen, algo sabe — al menos meto un poco	Se 3M de pessoas o seguem, algo ele sabe — pelo menos coloco um pouco
sesgo.authority-bias.question.2.option.0.reveal	sesgo	Sesgo de autoridad + herding: los seguidores son prueba social, no de competencia. Muchos influencers fueron pagados para promover	Viés de autoridade + efeito manada: seguidores são prova social, não de competência. Muitos influencers foram pagos para promover
sesgo.authority-bias.question.2.option.1.text	sesgo	Investigo si tiene posición en ese activo, cuál es su historial real y los fundamentos del proyecto	Pesquiso se ele tem posição nesse ativo, qual é seu histórico real e os fundamentos do projeto
sesgo.authority-bias.question.2.option.1.reveal	sesgo	Racional: los incentivos y el historial son lo que importa, no los seguidores ni la apariencia de éxito	Racional: incentivos e histórico são o que importa, não os seguidores nem a aparência de sucesso
sesgo.authority-bias.fixation.0.question	sesgo	¿Qué es la negligencia de la tasa base en el sesgo de representatividad?	O que é a negligência da taxa base no viés de representatividade?
sesgo.authority-bias.fixation.0.option.0	sesgo	Ignorar la probabilidad estadística real de que algo ocurra porque un caso concreto parece muy representativo	Ignorar a probabilidade estatística real de que algo ocorra porque um caso concreto parece muito representativo
sesgo.authority-bias.fixation.0.option.1	sesgo	No considerar los costos base al calcular el retorno de una inversión	Não considerar as taxas base ao calcular o retorno de um investimento
sesgo.authority-bias.fixation.0.option.2	sesgo	Subestimar la importancia de las tasas de interés en decisiones financieras	Subestimar a importância das taxas de juros em decisões financeiras
sesgo.authority-bias.fixation.1.question	sesgo	Una startup tiene un fundador joven con hoodie y oficina en Silicon Valley. La describes como "la próxima Apple". ¿Qué sesgo opera?	Uma startup tem um fundador jovem de moletom e escritório no Vale do Silício. Você a descreve como "a próxima Apple". Qual viés está operando?
sesgo.authority-bias.fixation.1.option.0	sesgo	Representatividad: el parecido superficial con el estereotipo de empresa exitosa sustituye el análisis real	Representatividade: a semelhança superficial com o estereótipo de empresa bem-sucedida substitui a análise real
